보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
278-0046,1,,충청북도 청주시 청원구 내덕동 107-46,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0047,1,,충청북도 청주시 청원구 내덕동 107-5,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0048,1,,충청북도 청주시 청원구 내덕동 107-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0049,1,,충청북도 청주시 청원구 내덕동 106-12,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0050,1,,충청북도 청주시 청원구 내덕동 107-33,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0051,1,,충청북도 청주시 청원구 내덕동 108-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0052,1,,충청북도 청주시 청원구 내덕동 106-12,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0053,1,,충청북도 청주시 청원구 내덕동 109-18,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0054,1,,충청북도 청주시 청원구 내덕동 109-1,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0055,1,,충청북도 청주시 청원구 내덕동 109-14,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0056,1,,충청북도 청주시 청원구 내덕동 109-14,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0057,1,,충청북도 청주시 청원구 내덕동 111-4,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0058,1,,충청북도 청주시 청원구 내덕동 106-12,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0059,1,,충청북도 청주시 청원구 내덕동 105-20,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0060,1,,충청북도 청주시 청원구 내덕동 100-1,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0061,1,,충청북도 청주시 청원구 내덕동 100-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0062,1,,충청북도 청주시 청원구 내덕동 795-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0067,1,,충청북도 청주시 청원구 내덕동 166-2,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0070,1,,충청북도 청주시 청원구 내덕동 813-1,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0074,1,,충청북도 청주시 청원구 내덕동 167-44,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0075,1,,충청북도 청주시 청원구 내덕동 167-3,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0076,1,,충청북도 청주시 청원구 내덕동 115-175,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0077,1,,충청북도 청주시 청원구 내덕동 115-175,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0079,1,,충청북도 청주시 청원구 내덕동 167-60,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0080,1,,충청북도 청주시 청원구 내덕동 115-175,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0081,1,,충청북도 청주시 청원구 내덕동 163-79,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0082,1,,충청북도 청주시 청원구 내덕동 164-87,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0083,1,,충청북도 청주시 청원구 내덕동 164-82,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0084,1,,충청북도 청주시 청원구 내덕동 164-58,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0085,1,,충청북도 청주시 청원구 내덕동 816-1,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0086,1,,충청북도 청주시 청원구 내덕동 407-65,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0087,1,,충청북도 청주시 청원구 내덕동 115-175,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0088,1,,충청북도 청주시 청원구 내덕동 115-175,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0089,1,,충청북도 청주시 청원구 내덕동 115-175,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0090,1,,충청북도 청주시 청원구 내덕동 161-4,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0091,1,,충청북도 청주시 청원구 내덕동 161-4,,,2025,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0092,1,,충청북도 청주시 청원구 내덕동 161-4,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0093,1,,충청북도 청주시 청원구 내덕동 115-175,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0094,1,,충청북도 청주시 청원구 내덕동 115-175,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0095,1,,충청북도 청주시 청원구 내덕동 162-21,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0096,1,,충청북도 청주시 청원구 내덕동 162-17,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0097,1,,충청북도 청주시 청원구 내덕동 163-73,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0098,1,,충청북도 청주시 청원구 내덕동 115-175,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0099,1,,충청북도 청주시 청원구 내덕동 115-175,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0100,1,,충청북도 청주시 청원구 내덕동 115-175,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0101,1,,충청북도 청주시 청원구 내덕동 115-23,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0102,1,,충청북도 청주시 청원구 내덕동 115-167,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0103,1,,충청북도 청주시 청원구 내덕동 115-29,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0104,1,,충청북도 청주시 청원구 내덕동 115-175,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0105,1,,충청북도 청주시 청원구 내덕동 115-175,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0106,1,,충청북도 청주시 청원구 내덕동 115-175,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0107,1,,충청북도 청주시 청원구 내덕동 115-175,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0108,1,,충청북도 청주시 청원구 내덕동 115-175,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0110,1,,충청북도 청주시 청원구 내덕동 109-18,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0111,1,,충청북도 청주시 청원구 내덕동 807-7,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0112,1,,충청북도 청주시 청원구 내덕동 115-0,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0113,1,,충청북도 청주시 청원구 내덕동 115-38,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0114,1,,충청북도 청주시 청원구 내덕동 165-65,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0115,1,,충청북도 청주시 청원구 내덕동 165-8,,,2025,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0116,1,,충청북도 청주시 청원구 내덕동 795-9,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0117,1,,충청북도 청주시 청원구 내덕동 164-36,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0118,1,,충청북도 청주시 청원구 내덕동 164-64,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0119,1,,충청북도 청주시 청원구 내덕동 795-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0120,1,,충청북도 청주시 청원구 내덕동 795-11,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0121,1,,충청북도 청주시 청원구 내덕동 61-1,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0122,1,,충청북도 청주시 청원구 내덕동 61-1,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0123,1,,충청북도 청주시 청원구 내덕동 61-1,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0124,1,,충청북도 청주시 청원구 내덕동 61-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0126,1,,충청북도 청주시 청원구 내덕동 64-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0127,1,,충청북도 청주시 청원구 내덕동 795-11,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0128,1,,충청북도 청주시 청원구 내덕동 83-16,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0129,1,,충청북도 청주시 청원구 내덕동 795-11,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0130,1,,충청북도 청주시 청원구 내덕동 81-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0131,1,,충청북도 청주시 청원구 내덕동 82-20,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0132,1,,충청북도 청주시 청원구 내덕동 81-4,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0134,1,,충청북도 청주시 청원구 내덕동 795-30,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0135,1,,충청북도 청주시 청원구 내덕동 795-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0137,1,,충청북도 청주시 청원구 내덕동 92-10,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0138,1,,충청북도 청주시 청원구 내덕동 86-2,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0139,1,,충청북도 청주시 청원구 내덕동 83-24,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0140,1,,충청북도 청주시 청원구 내덕동 82-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0141,1,,충청북도 청주시 청원구 내덕동 84-9,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0142,1,,충청북도 청주시 청원구 내덕동 84-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0143,1,,충청북도 청주시 청원구 내덕동 94-24,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0144,1,,충청북도 청주시 청원구 내덕동 808-2,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0145,1,,충청북도 청주시 청원구 내덕동 97-7,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0146,1,,충청북도 청주시 청원구 내덕동 97-12,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0147,1,,충청북도 청주시 청원구 내덕동 14-2,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0148,1,,충청북도 청주시 청원구 내덕동 14-2,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0149,1,,충청북도 청주시 청원구 내덕동 14-2,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0150,1,,충청북도 청주시 청원구 내덕동 14-2,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0156,1,,충청북도 청주시 청원구 내덕동 130-63,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0159,1,,충청북도 청주시 청원구 내덕동 2-8,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0160,1,,충청북도 청주시 청원구 내덕동 115-128,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0163,1,,충청북도 청주시 청원구 내덕동 115-128,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0164,1,,충청북도 청주시 청원구 내덕동 791-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0165,1,,충청북도 청주시 청원구 내덕동 791-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0166,1,,충청북도 청주시 청원구 내덕동 122-21,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0167,1,,충청북도 청주시 청원구 내덕동 122-21,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0168,1,,충청북도 청주시 청원구 내덕동 795-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0169,1,,충청북도 청주시 청원구 내덕동 115-129,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0170,1,,충청북도 청주시 청원구 내덕동 121-5,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0171,1,,충청북도 청주시 청원구 내덕동 115-128,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0172,1,,충청북도 청주시 청원구 내덕동 124-17,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0173,1,,충청북도 청주시 청원구 내덕동 119-20,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0174,1,,충청북도 청주시 청원구 내덕동 791-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0175,1,,충청북도 청주시 청원구 내덕동 791-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0176,1,,충청북도 청주시 청원구 내덕동 134-3,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0177,1,,충청북도 청주시 청원구 내덕동 795-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0178,1,,충청북도 청주시 청원구 내덕동 795-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0179,1,,충청북도 청주시 청원구 내덕동 127-1,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0180,1,,충청북도 청주시 청원구 내덕동 128-31,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0181,1,,충청북도 청주시 청원구 내덕동 94-26,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0182,1,,충청북도 청주시 청원구 내덕동 92-10,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0183,1,,충청북도 청주시 청원구 내덕동 19-19,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0184,1,,충청북도 청주시 청원구 내덕동 23-26,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0185,1,,충청북도 청주시 청원구 내덕동 23-30,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0186,1,,충청북도 청주시 청원구 내덕동 23-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0187,1,,충청북도 청주시 청원구 내덕동 48-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0188,1,,충청북도 청주시 청원구 내덕동 48-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0189,1,,충청북도 청주시 청원구 내덕동 48-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0190,1,,충청북도 청주시 청원구 내덕동 90-2,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0191,1,,충청북도 청주시 청원구 내덕동 90-2,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0192,1,,충청북도 청주시 청원구 내덕동 82-33,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0193,1,,충청북도 청주시 청원구 내덕동 82-33,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0194,1,,충청북도 청주시 청원구 내덕동 90-2,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0195,1,,충청북도 청주시 청원구 내덕동 90-2,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0196,1,,충청북도 청주시 청원구 내덕동 90-28,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0197,1,,충청북도 청주시 청원구 내덕동 91-16,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0198,1,,충청북도 청주시 청원구 내덕동 128-20,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0199,1,,충청북도 청주시 청원구 내덕동 24-3,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0200,1,,충청북도 청주시 청원구 내덕동 128-20,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0201,1,,충청북도 청주시 청원구 내덕동 130-65,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0202,1,,충청북도 청주시 청원구 내덕동 128-20,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0203,1,,충청북도 청주시 청원구 내덕동 19-18,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0204,1,,충청북도 청주시 청원구 내덕동 130-44,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0205,1,,충청북도 청주시 청원구 내덕동 23-3,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0206,1,,충청북도 청주시 청원구 내덕동 23-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0208,1,,충청북도 청주시 청원구 내덕동 23-26,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0209,1,,충청북도 청주시 청원구 내덕동 23-73,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0210,1,,충청북도 청주시 청원구 내덕동 115-128,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0211,1,,충청북도 청주시 청원구 내덕동 115-143,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0212,1,,충청북도 청주시 청원구 내덕동 802-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0213,1,,충청북도 청주시 청원구 내덕동 119-20,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0214,1,,충청북도 청주시 청원구 내덕동 119-20,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0215,1,,충청북도 청주시 청원구 내덕동 119-20,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0216,1,,충청북도 청주시 청원구 내덕동 119-20,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0217,1,,충청북도 청주시 청원구 내덕동 144-27,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0218,1,,충청북도 청주시 청원구 내덕동 135-2,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0219,1,,충청북도 청주시 청원구 내덕동 121-9,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0220,1,,충청북도 청주시 청원구 내덕동 144-20,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0221,1,,충청북도 청주시 청원구 내덕동 128-20,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0222,1,,충청북도 청주시 청원구 내덕동 144-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0223,1,,충청북도 청주시 청원구 내덕동 22-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0224,1,,충청북도 청주시 청원구 내덕동 21-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0225,1,,충청북도 청주시 청원구 내덕동 115-56,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0226,1,,충청북도 청주시 청원구 내덕동 141-7,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0227,1,,충청북도 청주시 청원구 내덕동 115-38,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0228,1,,충청북도 청주시 청원구 내덕동 140-2,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0229,1,,충청북도 청주시 청원구 내덕동 142-11,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0230,1,,충청북도 청주시 청원구 내덕동 142-12,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0231,1,,충청북도 청주시 청원구 내덕동 142-24,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0232,1,,충청북도 청주시 청원구 내덕동 143-3,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0233,1,,충청북도 청주시 청원구 내덕동 136-2,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0234,1,,충청북도 청주시 청원구 내덕동 142-13,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0236,1,,충청북도 청주시 청원구 내덕동 138-19,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0237,1,,충청북도 청주시 청원구 내덕동 139-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0238,1,,충청북도 청주시 청원구 내덕동 119-3,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0239,1,,충청북도 청주시 청원구 내덕동 407-54,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0240,1,,충청북도 청주시 청원구 내덕동 407-54,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0241,1,,충청북도 청주시 청원구 내덕동 407-54,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0242,1,,충청북도 청주시 청원구 내덕동 407-54,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0243,1,,충청북도 청주시 청원구 내덕동 407-54,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0244,1,,충청북도 청주시 청원구 내덕동 412-50,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0245,1,,충청북도 청주시 청원구 내덕동 412-50,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0246,1,,충청북도 청주시 청원구 내덕동 430-7,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0247,1,,충청북도 청주시 청원구 내덕동 61-3,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0248,1,,충청북도 청주시 청원구 내덕동 61-3,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0249,1,,충청북도 청주시 청원구 내덕동 412-59,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0250,1,,충청북도 청주시 청원구 내덕동 407-54,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0251,1,,충청북도 청주시 청원구 내덕동 407-54,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0252,1,,충청북도 청주시 청원구 내덕동 407-54,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0253,1,,충청북도 청주시 청원구 내덕동 115-23,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0254,1,,충청북도 청주시 청원구 내덕동 412-78,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0255,1,,충청북도 청주시 청원구 내덕동 115-23,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0256,1,,충청북도 청주시 청원구 내덕동 115-23,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0257,1,,충청북도 청주시 청원구 내덕동 115-23,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0258,1,,충청북도 청주시 청원구 내덕동 115-23,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0259,1,,충청북도 청주시 청원구 내덕동 115-23,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0260,1,,충청북도 청주시 청원구 내덕동 115-5,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0261,1,,충청북도 청주시 청원구 내덕동 115-75,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0262,1,,충청북도 청주시 청원구 내덕동 115-81,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0263,1,,충청북도 청주시 청원구 내덕동 115-72,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0264,1,,충청북도 청주시 청원구 내덕동 407-188,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0265,1,,충청북도 청주시 청원구 내덕동 407-188,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0266,1,,충청북도 청주시 청원구 내덕동 115-23,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0267,1,,충청북도 청주시 청원구 내덕동 115-23,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0268,1,,충청북도 청주시 청원구 내덕동 407-162,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0269,1,,충청북도 청주시 청원구 내덕동 115-23,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0270,1,,충청북도 청주시 청원구 내덕동 407-57,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0271,1,,충청북도 청주시 청원구 내덕동 407-80,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0272,1,,충청북도 청주시 청원구 내덕동 407-48,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0273,1,,충청북도 청주시 청원구 내덕동 407-172,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0274,1,,충청북도 청주시 청원구 내덕동 407-54,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0275,1,,충청북도 청주시 청원구 내덕동 407-54,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0276,1,,충청북도 청주시 청원구 내덕동 407-54,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0277,1,,충청북도 청주시 청원구 내덕동 407-73,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0278,1,,충청북도 청주시 청원구 내덕동 407-5,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0279,1,,충청북도 청주시 청원구 내덕동 407-300,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0280,1,,충청북도 청주시 청원구 내덕동 162-44,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0281,1,,충청북도 청주시 청원구 내덕동 162-33,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0282,1,,충청북도 청주시 청원구 내덕동 115-20,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0283,1,,충청북도 청주시 청원구 내덕동 115-13,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0284,1,,충청북도 청주시 청원구 내덕동 23-9,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0285,1,,충청북도 청주시 청원구 내덕동 788-145,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0286,1,,충청북도 청주시 청원구 내덕동 788-145,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0291,1,,충청북도 청주시 청원구 내덕동 788-12,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0296,1,,충청북도 청주시 청원구 내덕동 519-0,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
278-0297,1,,충청북도 청주시 청원구 내덕동 519-3,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0298,1,,충청북도 청주시 청원구 내덕동 523-5,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
278-0299,1,,충청북도 청주시 청원구 내덕동 531-68,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
